type_label,post_id,reply_id,comment_id,subject,content,author_id,author_nickName,public_time,follow_count,vote_count
2,1003659340,1013430917,,,<p>茄子起源于亚洲东南热带地区，古印度为最早驯化地，至今印度仍有茄子的野生种和近缘种。野生种果实小味苦，经长期栽培驯化，风味改善，果实变大。</p><p>中世纪传到非洲，13世纪传入欧洲，16世纪欧洲南部栽培较普遍，17世纪遍及欧洲叶部，后传入美洲。</p><p>18世纪由中国传入日本。中国栽培茄子历史悠久，类型品种繁多，一般认为中国是茄子第二起源地。西晋嵇含撰写的植物学著作《南方草木状》中说，华南一带有茄树，这是中国有关茄子的最早记载。至宋代苏颂撰写的《图经本草》记述当时南北除有紫茄、白茄、水茄外，江南一带还种有藤茄。</p><p><br ></p>,1023695457,堕落的七十二翼天使,1501108990882,0,0
2,1003659340,1013432519,,,<p>辣椒最早生长在中南美洲的热带地区，欧洲殖民主义到达美洲以后，辣椒1493年率先传入欧洲，大约1583年－1598年传入日本，传入中国的年代未见具体的记载，但是比较公认的中国最早关于辣椒的记载是明代高濂撰《遵生八笺》（1591年），有：“番椒丛生，白花，果俨似秃笔头，味辣色红，甚可观”的描述。据此记载，通常认为，辣椒即是明朝末年传入中国。辣椒传入中国有两条路径，一是声明远扬的丝绸之路，从西亚进入新疆、甘肃、陕西等地，率先在西北栽培；一是经过马六甲海峡进入南中国，在南方的云南、广西和湖南等地栽培，然后逐渐向全国扩展，到现在几乎是没有辣椒的空白地带了。</p>,1024797251,m13626950520163com,1501059540529,0,0
2,1003659340,1013432003,,,西红柿又名番茄，原产南美洲的秘鲁、厄瓜多尔等地，在安第斯山脉至今还有原始野生种，后传至墨西哥，驯化为栽培种。16世纪中叶，由西班牙、葡萄牙商人从中、南美洲带到欧洲，再由欧洲传至北美洲和亚洲各地。 西红柿大约在明代万历年间传至中国。今天我们食用的栽培番茄是由野生番茄驯化而来，在长期驯化过程中，其果实在重量、颜色、形状等方面发生了显著变化，例如野生番茄果实非常小，重量仅1－2克；而现代栽培番茄的果重是其祖先的100多倍。,1027922510,xishqqcao,1500990889306,0,0
2,1003659340,1013419992,,,"<p>&nbsp; &nbsp;豆薯别名沙葛、凉薯、地瓜。原产中国南部、墨西哥、中北美洲。中国四川、重庆地区、浙江绍兴嵊州市和台湾省栽培较多。</p><p>&nbsp; &nbsp; 凉薯原产热带美洲。美洲栽培历史很久，哥伦布发现新大陆后由西班牙人传入菲律宾，以后传到世界各地。中国西南、华南和台湾省栽培较多。凉薯已经在北方栽培，并有高产栽培技术的探讨。但面积较小，属稀特蔬菜行列。根据营养专家黎黍匀分析，凉薯生命力指数为14.88，证明对生命力的提高有效;防病指数为20.18，属于高指数范围。</p><p>&nbsp; 凉薯属豆科，豆薯属中能形成块根的栽培种，一年生或多年生缠绕性草质藤本植物。凉薯的块根肥大，肉洁白脆嫩多汁，富含糖分和蛋白质，还含丰富的维生素C.可生食，也可熟食。<br ></p><p>&nbsp; &nbsp; 根系强大，耐旱、耐瘠力强。在主根近茎一端积累养分而形成块根，扁圆形或纺锤形，具浅纵沟，表皮淡黄色,皮薄而坚韧,易剥离。食用部分是由薄壁细胞构成的、特别发达的次生木质部。茎蔓性，长1.5~2米，具右旋性。叶为三出复叶。豆薯(种子有毒)</p><p>总状花序，自主茎5~6节起连续着生,一花序能开花10余朵至数十朵,花为紫蓝色或白色蝶形花，一般只有花序下端的花能结荚。凉薯的块根有扁圆形和纺锤形两个类型，前者较小，质地细嫩，较早熟，产于贵州、四川、云南等地;后者较大，有的可重达10千克，较晚熟，产量较高，产于广西、广东、湖南等地。染色体数2n=22。</p><p><br ></p><br ><p><br ></p>",10988954,孟德尔的小豌豆moocer,1500981886845,0,0
2,1003659340,1013416768,,,<p>...............</p>,2230720,0一o,1500951045880,0,0
2,1003659340,1013417482,,,菜豆。菜豆起源于中南美洲，于17世纪至19世纪传入亚洲。菜豆在中国南北方均可广为种植。 分布在中国东部，在河北、山西、四川、云南、湖北、江苏等省有栽培；广植于温带地区,1027862740,相遇无言,1500903687605,0,0
2,1003659340,1013420121,,,<p>红薯（英文： sweet potato）（学名：Ipomoea batatas （L.） Lam.），又名山芋、红芋、甘薯、番薯、番芋、地瓜（北方）、红苕（四川）、线苕、白薯、金薯、甜薯、朱薯、枕薯、番葛、白芋、茴芋地瓜、红皮番薯、萌番薯[1]&nbsp;&nbsp;等。</p><p>红薯属管状花目，旋花科一年生草本植物，长2米以上，平卧地面斜上，叶片通常为宽卵形，长4-13厘米，宽3-13厘米，花冠粉红色、白色、淡紫色或紫色，钟状或漏斗状，长3-4厘米，蒴果卵形或扁圆形，有假隔膜，分为4室，具地下块根，块根纺锤形，外皮土黄色或紫红色。[1]&nbsp;</p><p>红薯其之所以称番薯，大抵是因为它是“舶来品”之故。清陈世元《金薯传习录》中援引《采录闽侯合志》：“按番薯种出海外吕宋。明万历年间闽人陈振龙贸易其地，得藤苗及栽种之法入中国。值闽中旱饥。振龙子经纶白于巡抚金学曾令试为种时，大有收获，可充谷食之半。</p>,10714499,卩丬Your绘梨衣er,1500889242638,0,1
2,1003659340,1013409605,,,"胡萝卜（学名：Daucus carota L. var. sativa Hoffm.），又称红萝卜或甘荀，为野胡萝卜（学名：Daucus carota L. var. carota）的变种，本变种与原变种区别在于根肉质，长圆锥形，粗肥，呈红色或黄色。
二年生草本，高15-120厘米。茎单生，全体有白色粗硬毛。基生叶薄膜质，长圆形；叶柄长3-12厘米；茎生叶近无柄，有叶鞘。复伞形花序，花序梗长10-55厘米，有糙硬毛；总苞有多数苞片，呈叶状，羽状分裂；伞辐多数，结果时外缘的伞辐向内弯曲；小总苞片5-7，线形；花通常白色，有时带淡红色；花柄不等长，长3-10毫米。果实圆卵形，长3-4毫米，宽2毫米，棱上有白色刺毛。花期5-7月。
产中国四川、贵州、河南、湖北、江西、安徽、江苏、浙江等省。全国各地广泛栽培。分布于欧洲及东南亚地区。
根作蔬菜食用。并含多种维生素。",1028229201,落英爱学,1500820571025,0,0
2,1003659340,1013412468,,,<p>西兰花，又名花椰菜（学名：Brassica oleracea L. var. botrytis L.），是一种蔬菜。为十字花科芸薹属一年生植物，与西蓝花（青花菜）和结球甘蓝同为甘蓝的变种。原产于地中海东部海岸，约在19世纪初 清光绪年间引进中国。又名花菜、椰花菜、甘蓝花、洋花菜、球花甘蓝。有白、绿两种，绿色的叫西蓝花、青花菜。白花菜和绿花菜的营养、作用基本相同，绿花菜比白花菜的胡萝卜素含量要高些。</p><p>西兰花形态、生长习性和花椰菜基本相似，但长势强健，耐热性和抗寒性都较强。植株高大，生长20余片叶子后抽出花茎，顶端生紧密群集成花球状的群生花蕾，花蕾青绿色，故也称青花菜。叶色蓝绿，渐转为深蓝绿，蜡粉增多。叶柄狭长。叶形有阔叶和长叶两种。</p><p>西兰花是一种秋冬蔬菜，喜温暖、湿润气候，适应性广，容易栽培。植株强健，耐热性和耐寒性比花椰菜强。在一定的苗龄一遇低温就开始花芽分花，种子发芽适温为20至30，生长发育适温为15至18℃。生长前期需要较高的温度，适温18至25℃，后期（花球形成期）需要较低的温度，适温15至18℃，如生长后期温度过高(22至25℃)，则花球形成受阻，花球松散质量差，产量低。幼苗期耐热性、耐寒性强，生育中后期抗性变弱，5℃以下生长缓慢。青花菜属低温长日照植物，喜光，光照不足，植株徒长，花球颜色变黄，影响品质，故青花菜栽培时，光照要充足，花球必须见阳光，不能束叶遮盖。青花菜较喜湿润环境，对水分需求量比较多，尤其是花芽分化后的花球形成期需要水分更多，缺少水分，抑制花球形成，降低产量和质量。青花菜对土壤养分要求较严格，以土层深厚、肥沃、排水良好的壤土或粘壤土较适宜，以PH值为6.0生长最好。</p><p>摘自360百科</p>,1015981936,lai414126com,1500817453862,0,0
2,1003659340,1013412423,,,<p>辣椒最早生长在中南美洲的热带地区，欧洲殖民主义到达美洲以后，辣椒1493年率先传入欧洲，大约1583年－1598年传入日本，传入中国的年代未见具体的记载，但是比较公认的中国最早关于辣椒的记载是明代高濂撰《遵生八笺》（1591年），有：“番椒丛生，白花，果俨似秃笔头，味辣色红，甚可观”的描述。据此记载，通常认为，辣椒即是明朝末年传入中国。辣椒传入中国有两条路径，一是声明远扬的丝绸之路，从西亚进入新疆、甘肃、陕西等地，率先在西北栽培；一是经过马六甲海峡进入南中国，在南方的云南、广西和湖南等地栽培，然后逐渐向全国扩展，到现在几乎是没有辣椒的空白地带了。<br ></p>,1023127420,夹心软兔语,1500814684679,0,0
2,1003659340,1013411434,,,"<p>马铃薯（学名：Solanum tuberosum L.），属茄科多年生草本植物，块茎可供食用。</p><p>马铃薯原产于南美洲安第斯山区，人工栽培历史最早可追溯到大约公元前8000年到5000年的秘鲁南部地区。</p><p>生长习性</p><ol class="" list-paddingleft-2""  style=""list-style-type: decimal;""  ><li><p>休眠期<br ></p><p>在26摄氏度左右的条件下，休眠期从1个月左右至3个月以上不等。在温度为0-4摄氏度的条件下，马铃薯可长期保持休眠。马铃薯的休眠过程，受酶的活动方向决定，与环境条件密切关联。</p></li><li><p>发芽期</p><p>从芽萌生至出苗是发芽期，进行主茎第一段的生长。发芽期生长的中心在芽的伸长、发根和形成匍匐茎，营养和水分主要靠种薯，按茎叶和根的顺序供给。</p></li><li><p>幼苗期</p><p>从出苗到第六叶或第八叶展平，即完成1个叶序的生长，称为“团棵”，是主茎第二段生长，为马铃薯的幼苗期。</p></li><li><p>发棵期</p><p>从团棵到第十二或第十六叶展开，早熟品种以第一花序开花；晚熟品种以第二花序开花，为马铃薯的发棵期，为时1个月左右，是主茎第三段的生长。</p></li><li><p>结薯期</p><p>即块茎的形成期。发棵期完成后，便进入以块茎生长为主的结薯期。</p></li></ol><p><br ></p><p>生长条件</p><p>马铃薯种植地</p><p>马铃薯性喜冷凉，是喜欢低温的作物。其地下薯块形成和生长需要疏松透气、凉爽湿润的土壤环境。</p><p>马铃薯对温度的要求：块茎生长的适温是16℃~18℃，当地温高于25℃时，块茎停止生长；茎叶生长的适温是15℃~25℃，超过39℃停止生长。</p><p><br ></p><p><br ></p><p>——摘自 百度百科<br ></p>",1023933413,迩S锉,1500813460038,0,0
2,1003659340,1013410478,,,<p>芜菁</p><p>起源中心在地中海沿岸及阿富汗、巴基斯坦、外高加索等地，由油用亚种(ssp.oleifera)演化而来。法国有许多芜菁种质资源;在斯堪的纳维亚半岛大量栽培饲用种。中世纪古埃及、希腊、罗马已普遍栽培，在亚洲(阿富汗、伊朗、日本等国)也普遍栽培。美洲栽培的芜菁由欧洲引入。在《诗·谷风》中，即有&quot;采葑采菲，无以下体&quot;的记载，其中&quot;葑&quot;即芜菁，芜菁在我国出现很早。</p><p>芜菁二年生草本，高达90厘米。块根肉质呈白色或黄色，球形、扁圆形或有时长椭圆形，须根多生于块根下的直根上。茎直立，上部有分枝，基生叶绿色，羽状深裂，长而狭，长30~50厘米，其中1/3为柔弱的叶柄而具有少数的小裂片或无柄的小叶，顶端的裂片最大而钝，边缘波浪形或浅裂，其他的裂片越下越小，全叶如琴状，上面有少许散生的白色刺毛，下面较密;下部茎生叶象基生叶，基部抱茎或有叶柄;茎上部的叶通常矩圆形或披针形，不分裂，无柄，基部抱茎;侧面生长多个裂状叶片从上向下逐渐变小。总状花序长，花小，鲜黄色，长约7毫米;萼片4，2列，展开;花瓣4，十字形，具长爪;雄蕊6.4强;雌蕊1，子房上位，1室，由1层膜质隔膜隔成假2室。长角果圆柱形，长3.5~6厘米，喙细长。花期春季。性喜冷凉，不耐暑热，生育适温15~22度。</p><p><br ></p>,1028304140,GDOU林秋余44091922630001,1500812807036,0,0
2,1003659340,1013412270,,,<p>黄瓜，相传是5000多年前的一天，一个印度人咬了一口野黄瓜，意外发现很清甜，于是他留下了种子。经过一代代的种植和挑选，那些味苦、刺多的黄瓜被逐渐淘汰，最后黄瓜逐渐成为一种蔬菜。这就是黄瓜的驯化过程。中国的黄瓜，是汉朝张骞出使西域时带回来的。</p>,12476585,chris-lee,1500804800359,0,0
2,1003659340,1013405842,,,<p>四季豆即菜豆，是日常广泛食用的一种蔬菜，在中国南北方温带地区广为种植。菜豆起源于中南美洲，于17世纪至19世纪传入亚洲。</p><p>菜豆喜温暖不耐霜冻。种子发芽的温度范围是20-30℃，幼苗对温度的变化敏感。菜豆为短日照植物，但不同品种对光周期的反应不同。菜豆根系发达，侧根多，较耐旱而不耐涝。种子发芽需要吸足水分，但水分过多，土壤缺氧，种子容易腐烂。</p><p>菜豆最适宜在土层深厚、松软、腐殖质多排水良好的土壤栽培。沙壤土、壤土和一般粘土都能生长，不宜在低湿地好人重粘土中栽培。适宜的pH为6-7.不宜过酸或过碱。菜豆对氮、钾吸收多，磷较少。还需要一定的钙肥。</p><p>四季豆中含有可溶性纤维可降低胆固醇，且还富维生素a和维生素c可防止胆固醇。同时，四季豆又是微量元素钾、镁的重要来源，能很好地稳定血压，减轻心脏的负担。补铁、防感染，四季豆含有大量铁元素，非常适合缺铁的人。</p><p><br ></p><p><br ></p>,2789885,lengjian,1500776270551,0,0
2,1003659340,1013407771,,,<p>&nbsp;空心菜，原名蕹菜。又名藤藤菜、蓊菜、通心菜、无心菜、瓮菜、空筒菜、竹叶菜、节节菜。因其开白色喇叭状花梗中心是空的，故称为“空心菜”。属须根系，茄目，被子植物门，双子叶植物纲，旋花科，是番薯族。喜高温潮湿气候，是中国南方农村普遍栽培作的蔬菜</p>,1028081536,布恩迪亚-奥雷里亚诺,1500773140115,0,0
2,1003659340,1013408270,,,"<p class=""MsoNormal""  ><span style=""font-family: 黑体; font-size: 10.5pt; mso-spacerun: &quot;yes&quot;; mso-font-kerning: 1.0000pt;""  >豌豆属豆科植物，起源亚洲西部、地中海地区和埃寒俄比亚、小亚细亚西部。豌豆由原产地向东首先传入印度北部、经中亚细亚到中国，16世纪传入日本，新大陆发现后引入美国。豌豆有近东的耐干燥型可能是栽培品种的祖先。古希腊和罗马人公元前就栽培褐色小粒豌豆，后来又将豌豆传到欧洲和南亚，最迟在汉朝引入豌豆，在《本草纲目》中“时珍曰∶胡豆，豌豆也。其苗柔弱宛宛，故得豌名。种出胡戎……”，现在各地均有栽培，主要产区有四川、河南、湖北、江苏、青海。</span><span style=""font-family: 黑体; font-size: 10.5pt; mso-spacerun: &quot;yes&quot;; mso-font-kerning: 1.0000pt;""  ></o p></span></p><p class=""MsoNormal""  ><span style=""font-family: 黑体; font-size: 10.5pt; mso-spacerun: &quot;yes&quot;; mso-font-kerning: 1.0000pt;""  >&nbsp;&nbsp;&nbsp;&nbsp;豌豆的生态特性为喜冷冻湿润气候，耐寒，不耐热，幼苗能耐5℃低温，生长期适温12～16℃。豌豆属于长日照植物。在北方，豌豆的生育期，早熟种65～75天，中熟种75～100天，晚熟种100～185天。豌豆对土壤要求不严。根系深，稍耐旱而不耐湿。</span><span style=""font-family: 黑体; font-size: 10.5pt; mso-spacerun: &quot;yes&quot;; mso-font-kerning: 1.0000pt;""  ></o p></span></p><p class=""MsoNormal""  ><span style=""font-family: 黑体; font-size: 10.5pt; mso-spacerun: &quot;yes&quot;; mso-font-kerning: 1.0000pt;""  >&nbsp;</o p></span></p><!--EndFragment-->",1028219494,溺堑,1500711516214,0,0
2,1003659340,1013406338,,,<p>胡椒，起源于我国，目前中国台湾、福建、广东、广西及云南等省区均有栽培。现广植于热带地区。</p>,1023955263,王迎港,1500710495365,0,0
2,1003659340,1013399909,,,<p>番茄的果实散在土里，第二年长出来竟然变成市场上的小蕃茄</p>,1025616473,mooc1490666562013,1500685155118,0,0
2,1003659340,1013397907,,,我比较喜欢番茄http://baike.baidu.com/l/XaIBQ7xg?bk_share=copy,11633802,调节生活,1500678363791,0,0
2,1003659340,1013398645,,,<p>马铃薯原产于南美洲安第斯山区，人工栽培史最早可追溯到公元前8千年到5千年的秘鲁南部地区。安第斯山脉海拔3800米之上的的的喀喀湖区可能是最早栽培马铃薯的地方。在距今大约7千年前，一支印第安部落由东部迁徙到高寒的安第斯山脉，在的的喀喀湖区附近安营扎寨，以狩猎和采集为生，是他们最早发现并食用了野生的马铃薯。最重要的马铃薯栽培种是四倍体种。四倍体栽培种马铃薯向世界各地传播，最初是于1570年从南美的哥伦比亚将短日照类型引入欧洲的西班牙，经人工选择，成为长日照类型。十六世纪中期，马铃薯被一个西班牙殖民者从南美洲带到欧洲。1586年英国人在加勒比海击败西班牙人，从南美搜集烟草等植物种子，把马铃薯带到英国。后来一位法国农学家——安·奥巴曼奇在长期观察和亲身实践中，发现马铃薯不仅能吃，还可以做面包等。从此，法国农民便开始大面积种植马铃薯。1650年马铃薯已经成为爱尔兰的主要粮食作物，并开始在欧洲普及。17世纪时，马铃薯已经成为欧洲的重要粮食作物并且已经传播到中国，由于马铃薯非常适合在原来粮食产量极低，只能生长莜麦（裸燕麦）的高寒地区生长，很快在内蒙、河北、山西、陕西北部普及，马铃薯和玉米、番薯等从美洲传入的高产作物成为贫苦阶层的主要食品，对维持中国人口的迅速增加起到了重要作用。1719年由爱尔兰移民带回美国，开始在美国种植。十八世纪初期，俄国彼得大帝游历欧洲时，以重金买了一袋马铃薯，种在宫廷花园里，后来逐渐发展到民间种植。</p><p>马铃薯生态习性：马铃薯对土壤的适应性很强，但对气候要求凉、冷、燥，在湿热地区虽然也能生长，不过一代以后品种就会演化，需要经常从寒冷地区引进新的种。种薯在土温5～8℃的条件下即可萌发生长，最适温度为15～20℃。适于植株茎叶生长和开花的气温为16～22℃。夜间最适于块茎形成的气温为10～13℃（土温16～18℃），高于20℃时则形成缓慢。出土和幼苗期在气温降至-2℃即遭冻害。开花和块茎形成期为全生育期中需水量最大的时期。</p>,6944953,ndmali,1500633465244,0,0
2,1003659340,1013402299,,,<p>茭白——原来是一种病态<br ></p><p>据《礼记》记载：“食蜗醢而菰羹”。菰食就是菰米饭，可见周朝已用茭白的种子为粮食。《周礼》中将“菰米”与“黍”、“麦”、“稻”、“菽”并列为”六谷“。古代主要采食其籽粒，作为粮食作物栽培，后来“菰”受到黑粉菌的寄生，植株便不能再抽穗开花，转而茎尖形成畸形肥大的菌瘿，古称“茭郁”。菰黑粉菌为真菌，担子菌亚门。早在西周时期，人们发现这种菌瘿细嫩可食，是一种美味的蔬菜。</p>《尔雅》记载：“邃蔬似土菌生菰草中。今江东啖之甜滑。”《尔雅》成书于秦汉间，可见当时除用英白种子为粮食外，已用茭白为菜。<br >　　据南宋罗愿所著《尔雅翼》解释。“今又菰中生菌如小儿臂，尔雅谓之遽蔬者”。<br >　　又说：“菰首者菰蒋三年以上，心中生薹如藕，至秋如小儿臂。大者谓之茭首，本草所谓菰根者也，可蒸煮，亦可生食。其或有黑缕如黑点者，名‘乌郁’。<br >　　唐朝末期，水稻开始在我国大面积的种植，成为人们的主食。在此之后茭草就很少采籽，以致从谷物中逐渐分离，成为一种具有特殊风味、丰富营养的蔬菜，古称雕胡、茭笋。茭白从唐朝开始被人们广泛种植，而茭白的种子是我们的五谷之一，后来人们发现，有些菰因感染上黑粉菌而不抽穗，且植株毫无病象，茎部不断膨大，逐渐形成纺锤形的肉质茎，外披绿色叶鞘，内呈三节圆柱状，色黄白或青黄，肉质肥嫩，纤维少，蛋白质含量高。茭白是我国的特产蔬菜，是“江南三大名菜”之一。,1028404703,mooc_angela,1500618308765,0,0
2,1003659340,1013402097,,,<p>胡椒，起源于我国，目前中国台湾、福建、广东、广西及云南等省区均有栽培。现广植于热带地区。</p>,575936,caishuenbin,1500603444637,0,0
2,1003659340,1013392909,,,<p>不管是谁，总之感谢你发现辣椒。</p><p>http://www.360doc.com/content/15/1028/09/6140124_508898892.shtml</p>,1024316765,越天下,1500557212338,0,0
2,1003659340,1013394361,,,<p>甘蓝（Brassica oleracea L.）为十字花科芸薹属的一年生或两年生草本植物，二年生草本，被粉霜。矮且粗壮一年生茎肉质，不分枝，绿色或灰绿色。基生叶质厚，层层包裹成球状体，扁球形，乳白色或淡绿色；二年生茎有分枝，具茎生叶。基生叶顶端圆形，基部骤窄成极短有宽翅的叶柄，边缘有波状不显明锯齿；上部茎生叶卵形或长圆状卵形，基部抱茎；最上部叶长圆形，长约4.5厘米，宽约1厘米，抱茎。总状花序顶生及腋生；花淡黄色，直径2-2.5厘米；花梗长7-15毫米；萼片直立，线状长圆形；花瓣宽椭圆状倒卵形或近圆形，顶端微缺，基部骤变窄成爪，爪长5-7毫米。长角果圆柱形，两侧稍压扁，中脉突出，喙圆锥形；果梗粗，直立开展。种子球形，棕色。花期4月，果期5月。</p><p>中国各地栽培，作蔬菜及饲料用。叶的浓汁用于治疗胃及十二指肠溃疡。是中国重要蔬菜之一。除芥蓝原产中国外，甘蓝的各个变种都起源于地中海至北海沿岸。早在4000-4500年前古罗马和古希腊人就有所栽培，中国东北地区俗称“大头菜”。云南俗称“莲花白”。</p><p><br ></p>,6350271,浅浮殇,1500525998355,0,0
2,1003659340,1013395047,,,"我最感兴趣的是番茄，因为我喜欢吃，生吃可以当作水果。小时候，家乡种植规模化的就是番茄，淘气时，一路尝食，小伙伴们比拼味觉优劣。
不知是儿童期味觉优于成年期，还是由于认知层的提升，影响了判断，还是种植差异，显然，留在儿童期味感更强烈。
人的适应性随着环境发生变化，作为蕃茄也会一样，同属生命，应该具有相似性，特别来自生物特性。
近期，我最感兴趣的是源于一次交谈，话题是番茄的果实散在土里，第二年长出来竟然变成市场上的小蕃茄。
也就是说，野性的生物物种偏小，经过人工栽培会变大，反过来，经人工栽培的品种扔弃不理，它又会恢复成原有的特性。
就象人一样，在社会群居的个体，会具有社会群体的特性，满足现在时存在现状，而个体如果在原始森林成长，就会回归原始特性，将个体再回归现代社会，就会脱离原始本性。
以上推论，生命体均具有群性相平衡的自我调节功能。个体在不同的群性中将表征不同的特性外在。由于遗传基因的连续具有时间层次，因此短期效应是不会改变个体外在，但长时间的叠加效应会让遗传性状发生改变，表现在连续性中断，也就是说遗传用物理学表达为时间连续，而变异为时间断裂分层，又产生新的时间连续，形成新的表征。如果能够将新的时间连续断裂回归旧的时间连续，将继续恢复原有特性。
在自然界里，完成原有性状表征的方法就是生物一直存在于封闭的群体社会里，一旦封闭变为开放，甚至改变群体，都会让个体作适应性的变异。
让物种保持原有特性又增加新的适应性变异，最科学的方法是组建群生态系统，通过保持原有系统，让物种不产生变异，可以通过引进不同少量物种来适度改变原系统，让个体产生适应性变化。
以此，产生未来学科，生态种植学。",1024827533,向小明,1500506332349,0,0
2,1003659340,1013386982,,,<p>番茄，别名西红柿、洋柿子。很多人认为西红柿就是番茄，其实他们是不一样的，古名六月柿、喜报三元。在秘鲁和墨西哥，最初称之为“狼桃”。全体生粘质腺毛，有强烈气味。茎易倒伏。叶羽状复叶或羽状深裂，小叶极不规则，大小不等，卵形或矩圆形，边缘有不规则锯齿或裂片。花萼辐状，裂片披针形，果时宿存；花冠辐状，黄色。浆果扁球状或近球状，肉质而多汁液，桔黄色或鲜红色，光滑；种子黄色。花果期夏秋季。番茄是喜温、喜光性蔬菜，对土壤条件要求不太严格，但为获得丰产，促进根系良好发育，应选用土层深厚，排水良好，富含有机质的肥沃壤土。原产南美洲，中国南北广泛栽培。番茄营养丰富，具特殊风味。具有减肥瘦身、消除疲劳、增进食欲、提高对蛋白质的消化、减少胃胀食积等功效。</p>,1016575388,高慧宇2015306201730,1500472075423,0,0
2,1003659340,1013384774,,,<p>豇豆的起源问题，Purseglove (1968)认为可能是热带非洲，因为在那里可以找到野生种。他还认为豇豆在早期是通过埃及和其他阿拉伯国家传至亚洲及地中海区域的现产于热带，而主产地为热带非洲及热带亚洲，我国种类约仅占本属种类的1/10强。</p>,12481621,楊展,1500458049198,0,0
2,1003659340,1013388589,,,"马铃薯，属茄科多年生草本植物，块茎可供食用，是全球第三大重要的粮食作物，仅次于小麦和玉米。马铃薯又称地蛋，土豆，洋山芋等，茄科植物的块茎。与小，玉米，稻谷，高粱并成为世界五大作物。
        马铃薯原产于南美洲安第斯山区，人工栽培历史最早可追溯到大约公元前8000年到5000年的秘鲁南部地区。马铃薯何时从何地传入中国，尚难确切断定。根据陕西省兴平县县志的记载，16世纪时马铃薯已传入中国。
        马铃薯原产于南美洲安第斯山区，人工栽培史最早可追溯到公元前8000年到5000年的秘鲁南部地区。安第斯山脉海拔3800米之上的的的喀喀湖区可能是最早栽培马铃薯的地方。在距今大约7000年前，一支印第安部落由东部迁徙到高寒的安第斯山脉，在的的喀喀湖区附近安营扎寨，以狩猎和采集为生，是他们最早发现并食用了野生的马铃薯。最重要的马铃薯栽培种是四倍体种。四倍体栽培种马铃薯向世界各地传播，最初是于1570年从南美的哥伦比亚将短日照类型引入欧洲的西班牙，经人工选择，成为长日照类型。
        十六世纪中期，马铃薯被一个西班牙殖民者从南美洲带到欧洲。那时人们总是欣赏它的花朵美丽，把它当作装饰品。
        1586年英国人在加勒比海击败西班牙人，从南美搜集烟草等植物种子，把马铃薯带到英国，英国的气候适合 马铃薯的生长，比其他谷物产量高且易于管理。后来一位法国农学家——安·奥巴曼奇在长期观察和亲身实践中，发现马铃薯不仅能吃，还可以做面包等。从此，法国农民便开始大面积种植马铃薯。
        1650年马铃薯已经成为爱尔兰的主要粮食作物，并开始在欧洲普及。
17世纪时，马铃薯已经成为欧洲的重要粮食作物并且已经传播到中国，由于马铃薯非常适合在原来粮食产量极低，只能生长莜麦（裸燕麦）的高寒地区生长，很快在内蒙、河北、山西、陕西北部普及，马铃薯和玉米、番薯等从美洲传入的高产作物成为贫苦阶层的主要食品，对维持中国人口的迅速增加起到了重要作用。
        1719年由爱尔兰移民带回美国，开始在美国种植。
        十八世纪初期，俄国彼得大帝游历欧洲时，以重金买了一袋马铃薯，种在宫廷花园里，后来逐渐发展到民间种植。
        马铃薯主要生产国有中国，俄罗斯，印度，乌克兰，美国等。中国是世界马铃薯总产最多的国家。2015年，中国将启动马铃薯主粮化战略，推进把马铃薯加工成馒头，面条，米粉等主食，马铃薯将成稻米，小麦，玉米外的又一主粮。",1027679129,风音无,1500452201600,0,0
